lat,lon,alt,4,5,6,1,2,3
-51.006752783643456,-79.90199878903671,572574.4737069153,True,False,False,False,False,False
-50.40725397965292,-77.23003003397473,572366.3665137297,True,False,False,False,False,False
-49.74224180715014,-74.63134233319812,572129.8160810536,True,False,False,False,False,False
-49.014944544124496,-72.10930942657063,571865.7379309237,True,False,False,False,False,False
-48.22866000825295,-69.66613052371453,571575.1422686218,True,False,False,False,False,False
-47.38670327639889,-67.30293762750682,571259.1299414884,True,False,False,False,False,False
-46.49236204469395,-65.01991926605012,570918.8880399684,True,False,False,False,False,False
-45.5488585897934,-62.81644847139135,570555.6846549255,True,False,False,False,False,False
-44.55932583926803,-60.691226127632916,570170.8657915607,True,False,False,False,False,False
-43.526777848885516,-58.642387527192675,569765.8470723114,True,False,False,False,False,False
-42.45409925014013,-56.66763074759709,569342.1099983334,True,False,False,False,False,False
-41.34403396737339,-54.76431741227938,568901.1955541366,True,False,False,False,False,False
-40.199179779038744,-52.92956369236028,568444.6980413161,True,False,False,False,False,False
-39.021986631397546,-51.160318214457384,567974.2586930725,True,False,False,False,False,False
-37.81475791772225,-49.453427546632696,567491.5590940347,True,False,False,False,False,False
-36.579654027094634,-47.805689184760666,566998.3144312927,False,False,False,False,False,False
-35.31869756702533,-46.213895734658244,566496.2666033779,False,False,False,False,False,False
-34.03377976148958,-44.67486820235069,565987.1772145323,False,False,False,False,False,False
-32.72666761987808,-43.185482194166305,565472.8204832033,False,False,False,False,False,False
-31.39901155308246,-41.74268723397423,564954.9760934641,False,False,False,False,False,False
-30.05235318557421,-40.34352048215592,564435.4220193649,False,False,False,False,False,False
-28.68813317283017,-38.985115852042725,563915.9273524154,False,False,False,False,False,False
-27.307698882514032,-37.66470939137552,563398.2451624745,False,False,False,False,False,False
-25.912311841020344,-36.37964150677224,562884.1054234619,False,False,False,False,False,False
-24.50315487563222,-35.12735766536941,562375.2080339674,False,False,False,False,False,True
-23.081338912140897,-33.90540557715485,561873.215964141,False,False,False,False,False,True
-21.647909404555282,-32.71143264878676,561379.7485592244,False,False,True,False,False,True
-20.203852389559287,-31.543181537145514,560896.3750296652,False,False,True,False,False,True
-18.750100169878106,-30.39848509242858,560424.6081578282,False,False,True,False,False,True
-17.287534671100403,-29.275259084448173,559965.8976440042,False,False,True,False,False,True
-15.817000281241752,-28.17150287732035,559521.6267749534,False,False,True,False,False,True
-14.33929674223378,-27.08528314684595,559093.1032554058,False,False,True,False,False,True
-12.855191351021945,-26.014734219782845,558681.5565398053,False,False,True,False,False,True
-11.365421099269904,-24.958049932515905,558288.1324096532,False,False,True,False,False,True
-9.870696525221442,-23.91347716335458,557913.8885482732,False,False,True,False,False,True
-8.371705348776267,-22.87930938644533,557559.7905100206,False,False,True,False,False,True
-6.869115916660399,-21.853880270139918,557226.7081031321,False,False,True,False,False,True
-5.363580484142574,-20.835557499459895,556915.4122037329,False,False,True,False,False,True
-3.855738359820508,-19.822735817673323,556626.5720165225,False,False,True,False,False,True
-2.346218938680786,-18.81383180446478,556360.7527949885,False,False,True,False,False,True
-0.8356446495401563,-17.80727702100434,556118.414032588,False,False,True,False,False,True
0.6753661589782777,-16.80151203059098,555899.908133041,False,False,True,False,False,False
2.186196368460585,-15.79498027233266,555705.4795663805,False,False,True,False,False,False
3.6962272524092565,-14.786121939682364,555535.2645142588,False,False,False,False,False,False
5.204835625404737,-13.77336784711597,555389.2910059771,False,False,False,False,False,False
6.711390954243508,-12.755133269402638,555267.4795441129,False,False,False,False,False,False
8.2152524072113,-11.729811738018885,555169.6442160005,False,False,False,False,False,False
9.71576581574245,-10.695768782710392,555095.4942850528,False,False,False,False,False,False
11.212260522631237,-9.651335609627218,555044.6362534333,False,False,False,False,False,False
12.70404609161441,-8.59480271141999,555016.5763851943,False,False,False,False,False,False
14.19040885126068,-7.524413412312717,555010.7236767708,False,False,False,False,False,False
15.670608245787742,-6.438357359575801,555026.3932594592,False,False,False,False,False,False
17.14387493746626,-5.334762321627638,555062.8102788936,False,False,False,False,False,False
18.609398796228728,-4.211694266508726,555119.1138837778,False,False,False,False,False,False
20.066336365490347,-3.0671409963980145,555194.3621068319,False,False,False,False,False,False
21.513798256746252,-1.8990123642930445,555287.5366329589,False,False,False,False,False,False
22.950846112362317,-0.7051325213402336,555397.54809769,False,False,False,False,False,False
24.37648723949482,0.5167658334145091,555523.2416508888,False,False,False,False,False,False
25.789668876301636,1.7690466617286866,555663.4027934741,False,False,False,False,False,False
27.189272078523487,3.0541748630247647,555816.7634589472,False,False,False,False,False,False
28.574105220515232,4.3747203454985355,555982.0083103108,False,False,False,False,False,False
29.942897117830306,5.733359019641146,556157.7812224389,False,False,False,False,False,False
31.294289792045497,7.132873642879412,556342.6919191327,False,False,False,False,False,False
32.62683091864354,8.576151466269161,556535.3227339085,False,False,False,False,False,False
33.93896602505725,10.066179057697923,556734.2354630455,False,False,False,False,False,False
35.22903053823167,11.60603337971864,556937.9782795788,False,False,False,False,False,False
36.49524182161872,13.198868239615454,557145.0926766675,False,False,False,False,False,False
37.73569139401479,14.847895100060342,557354.1204092358,False,False,False,False,False,False
38.94833758261423,16.556357110975416,557563.6104030113,False,False,False,False,False,False
40.130998936720815,18.327495117856113,557772.1256005135,False,False,False,False,False,False
41.28134881223774,20.164504332743082,557978.2497141712,False,False,False,False,False,False
42.39691163255973,22.07048035266567,558180.5938575782,False,False,False,False,False,False
43.475061431759976,24.04835330516405,558377.8030265963,False,False,False,False,False,False
44.51302339030223,26.10080914126713,558568.562402929,False,False,False,False,False,False
45.50788047169173,28.23020059863576,558751.6036937076,False,False,False,False,False,False
46.45657815325962,30.43842960004631,558925.7100305762,False,False,False,False,False,False
47.3559480437716,32.72684776457179,559089.7230629718,False,False,False,False,False,False
48.202724582695296,35.09611688975734,559242.5473060538,False,False,False,False,False,False
48.99357578692187,37.54607837243864,559383.1554368704,False,False,False,False,False,False
49.72514049607275,40.07561930142382,559510.5930221506,False,False,False,False,False,False
50.39407371657194,42.68254574486947,559623.9829104799,False,False,False,False,False,False
50.99709981717581,45.36347253314973,559722.5292713459,False,False,False,False,False,False
51.53107271365814,48.11373998741563,559805.5212654495,False,False,False,False,False,False
51.99304146286958,50.927369733231025,559872.3363321663,False,False,False,False,False,False
52.380318929271134,53.797067558617,559922.4430813651,False,False,False,False,False,False
52.690550479392094,56.71428506810449,559955.4037786494,False,False,False,False,False,False
52.921779112422115,59.66934238364329,559970.8764143487,False,False,False,False,False,False
53.072503162097085,62.65161272201623,559968.6163485671,False,False,False,False,False,False
53.14172279880978,65.64976271787987,559948.4775257251,False,False,False,False,False,False
53.12897206922067,68.65203670138433,559910.4132540737,False,False,False,False,False,False
53.034334114022684,71.64656818708444,559854.476547077,False,False,False,False,False,False
52.85843841250642,74.62169861763053,559780.8200251084,False,False,False,False,False,False
52.60244026458532,77.56628253407875,559689.6953777185,False,False,False,False,False,False
52.267984054285144,80.46995997339029,559581.4523882379,False,False,False,False,False,False
51.85715296750724,83.3233807154072,559456.5375241088,False,False,False,False,False,False
51.37240862572963,86.11837032505092,559315.4920980135,False,False,False,False,False,False
50.81652447812893,88.84803384149565,559158.9500064314,False,False,False,False,False,False
50.19251588728706,91.50680225458562,558987.6348145859,False,False,False,False,False,False
49.503575558929455,94.09040559600577,558802.3576154172,False,False,False,False,False,False
48.75300436731616,96.59583761418851,558604.0121761978,False,False,False,False,False,False
47.94415643906187,99.02124815302722,558393.5719859411,False,False,False,False,False,False
47.080387506366264,101.36583058855548,558172.0858169085,False,False,False,False,False,False
46.165012036678455,103.6296920015415,557940.673156946,False,False,False,False,False,False
45.20126843159592,105.81371866525768,557700.5193101683,False,False,False,False,False,False
44.19229194037782,107.91944382270316,557452.8701851233,False,False,False,False,False,False
43.14109463154126,109.94892285538184,557199.0267908461,False,False,False,False,False,False
42.05055158904132,111.90461921630127,556940.3394628599,False,False,False,False,False,False
40.92339242196501,113.7893030336174,556678.2018420831,False,False,False,False,False,False
39.76219717669021,115.60596312668049,556414.0446313772,False,False,False,False,False,False
38.569395790971775,117.35773231763942,556149.3291551656,False,True,False,False,False,False
37.347270312613645,119.04782533200228,555885.5407490155,False,True,False,False,False,False
36.09795920490157,120.6794882157488,555624.1820069572,False,True,False,False,False,False
34.823463163361204,122.2559580078708,555366.7659152522,False,True,False,False,False,False
33.52565196863644,123.78043134421772,555114.8089020934,False,True,False,False,False,False
32.20627199260943,125.25604069390519,554869.8238336549,False,True,False,False,False,False
30.866954054129394,126.68583701410289,554633.3129870642,False,True,False,False,False,False
29.50922139268956,128.07277772008575,554406.7610318875,False,True,False,False,False,False
28.134497583963075,129.41971899948268,554191.6280514613,False,True,False,False,False,False
26.744114270764396,130.72941162809414,553989.3426359817,False,True,False,False,False,False
25.3393167280082,132.0045014270378,553801.2948370888,False,True,False,False,False,True
23.921278544381682,133.24752258376137,553628.830489531,False,True,False,False,False,True
22.491097077177503,134.46091138989453,553473.2431935024,False,True,False,False,False,True
21.04980734934191,135.64700244275312,553335.7690401677,False,True,False,False,False,True
19.59838616981312,136.8080352548053,553217.580272603,False,True,False,False,False,True
18.137757751217663,137.94615965327182,553119.7794657131,False,True,False,False,False,True
16.66879896612638,139.06344166272413,553043.3939913006,False,False,False,False,False,True
15.192344261184148,140.16186970997856,552989.3707957309,False,False,False,False,False,True
13.70919025326995,141.24336085922417,552958.5715158832,False,False,False,False,False,True
12.220100032515067,142.30976799404309,552951.76795791,False,False,False,False,False,True
10.7258071995318,143.36288535697682,552969.6379615355,False,False,False,False,False,True
9.227019663621578,144.4044557617604,553012.7616708826,False,False,False,False,False,True
7.7244232301307285,145.43617692508082,553081.6182308712,False,False,False,False,False,True
6.218685003622423,146.45970790856572,553176.5829262073,False,False,False,False,False,True
4.7104566336885325,147.47667549474642,553297.9247778358,False,False,False,False,False,True
3.2003774306398847,148.4886804959107,553445.8046093431,False,False,False,False,False,True
1.6890773756607522,149.49730400248285,553620.2735936799,False,False,False,False,False,True
0.1771800521544654,150.50411358005366,553821.2722879702,False,False,False,False,False,False
-1.3346944772705118,151.51066942870068,554048.6301617029,False,False,False,False,False,False
-2.845926823440305,152.5185305200065,554302.0656213249,False,False,False,False,False,False
-4.355895427624664,153.52926072752348,554581.1865314108,False,False,False,False,False,False
-5.863973699147768,154.54443496782878,554885.4912303609,False,False,False,False,False,False
-7.369527108147246,155.5656453670818,555214.3700358751,False,False,False,False,False,False
-8.871912221630687,156.5945090211563,555567.1077218463,False,False,False,False,False,False
-10.370465576882358,157.63266805071288,555942.8840550822,False,False,False,False,False,False
-11.86451258098037,158.68180519961385,556340.7795578288,False,False,False,False,False,False
-13.353356108824844,159.74364402869256,556759.7770159815,False,False,False,False,False,False
-14.836275010747126,160.81995688356633,557198.7657366095,False,False,False,False,False,False
-16.312520403655736,161.9125713571728,557656.5457606898,False,False,False,False,False,False
-17.78131173657196,163.02337676274246,558131.8324680965,False,False,False,False,False,False
-19.24183260288693,164.1543304062532,558623.2615524714,False,False,False,False,False,False
-20.69322627359946,165.30746460653776,559129.3943425652,False,False,False,False,False,False
-22.134590925873027,166.4848918570951,559648.7234446999,False,False,False,False,False,False
-23.564974543735044,167.6888113788915,560179.6786798573,False,False,False,False,False,False
-24.983369470329407,168.92151439447156,560720.6332877274,False,False,False,False,False,False
-26.388706596008333,170.1853889413459,561269.9103690102,False,False,False,False,False,False
-27.779849172797896,171.48292381405489,561825.7895363653,False,False,False,False,False,False
-29.155586255629387,172.81671133167825,562386.5137441187,False,False,False,False,False,False
-30.51462578136165,174.18944855293608,562950.2962654823,False,False,False,False,False,False
-31.855587316105783,175.6039364793181,563515.3277870294,False,False,False,False,False,False
-33.17699451952479,177.0630766858649,564079.7835886133,False,False,False,False,False,False
-34.477267405426645,178.56986471274328,564641.8307778283,False,False,False,False,False,False
-35.754714511881616,-179.87262056992657,565199.6355480189,False,False,False,False,False,False
-37.00752513781669,-178.26123253807899,565751.3704288101,False,False,False,False,False,False
-38.23376185783212,-176.59277836902825,566295.2214991611,False,False,False,False,False,False
-39.431355176074774,-174.8640452033487,566829.3962418684,False,False,False,False,False,False
-40.59809111196564,-173.07184724040994,567352.1277394518,False,False,False,False,False,False
-41.73161615488565,-171.2130575610388,567861.6858997389,False,False,False,False,False,False
-42.829427985414284,-169.2846756406302,568356.3813458275,False,False,False,False,False,False
-43.88887679286878,-167.28389458198782,568834.5727312971,False,False,False,False,False,False
-44.907168201986345,-165.20818362055468,569294.6731277514,False,False,False,False,False,False
-45.881370248829015,-163.05538375718172,569735.15618303,False,False,False,False,False,False
-46.808425281724276,-160.8238160618908,570154.5620271922,False,False,False,False,False,False
-47.68516767892808,-158.5124013198279,570551.5029043063,False,False,False,False,False,False
-48.508348222957345,-156.12078717989965,570924.6685090122,False,False,False,False,False,False
-49.27466583239273,-153.64948088687865,571272.8310087565,False,False,False,False,False,False
-49.980807097289194,-151.0999780089466,571594.8497334779,False,False,False,False,False,False
-50.62349368039058,-148.47488165240688,571889.6755161857,False,False,False,False,False,False
-51.19953712752836,-145.7780015544078,572156.3546691205,False,False,False,False,False,False
-51.70589999259594,-143.0144226010568,572394.03258166,False,False,False,False,False,False
-52.13976146503119,-140.19053204451367,572601.9569276433,False,False,False,False,False,False
-52.49858496242345,-137.31399581938987,572779.4804711358,False,False,False,False,False,False
-52.78018451070179,-134.3936769357592,572926.0634612095,False,False,False,False,False,False
-52.982786290408015,-131.43949293990377,573041.2756076383,False,False,False,False,False,False
-53.10508158437075,-128.46221458792039,573124.7976310769,False,False,False,False,False,False
-53.14626759454079,-125.47321359289604,573176.4223825986,False,False,False,False,False,False
-53.106073229616804,-122.48417257830384,573196.055528989,False,False,False,False,False,False
-52.984767955889936,-119.50677583829268,573183.7158017516,False,False,False,False,False,False
-52.783152719223956,-116.55239423034216,573139.5347285143,False,False,False,False,False,False
-52.50253543564308,-113.63181224502225,573063.7562887004,False,False,False,False,False,False
-52.144688622083365,-110.75495044724121,572956.7354994238,False,False,False,False,False,False
-51.711797476328435,-107.93068030789753,572818.9371218671,False,False,False,False,False,False
-51.20639814262771,-105.16667706533448,572650.9337101423,False,False,False,False,False,False
-50.63131133739501,-102.46933767404686,572453.4032799535,False,False,False,False,False,False
-49.989574741585116,-99.84375671424132,572227.1265671476,False,False,False,False,False,False
-49.284377341288625,-97.2937534334834,571972.9838857569,False,False,False,False,False,False
-48.51899825885327,-94.82193932651592,571691.9515966505,False,False,False,False,False,False
-47.696751891019595,-92.42981804994503,571385.0981990846,False,False,False,False,False,False
-46.82094045368853,-90.11790368679887,571053.5800593373,False,False,False,False,False,False
-45.89481439307727,-87.88585026990523,570698.6367914295,True,False,False,False,False,False
-44.92154060424833,-85.73258351429301,570321.586306809,True,False,False,False,False,False
-43.904178012122095,-83.65642868573443,569923.8195510032,True,False,False,False,False,False
-42.845659815928144,-81.65523015380006,569506.794946514,True,False,False,False,False,False
-41.74878155686967,-79.72645978614929,569072.0325628889,True,False,False,False,False,False
-40.61619411708063,-77.86731267831883,568621.1080355839,True,False,False,False,False,False
-39.45040077431423,-76.0747897573671,568155.6462569559,True,False,False,False,False,False
-38.253757496292906,-74.34576755315045,567677.3148636695,True,False,False,False,False,False
-37.02847574449989,-72.67705593810683,567187.8175458128,True,False,False,False,False,False
-35.77662715508873,-71.06544493995986,566688.8872041894,True,False,False,False,False,False
-34.500149564119624,-69.50774187915498,566182.278982902,True,False,False,False,False,False
-33.200852182692074,-68.00079796175416,565669.7625153475,True,False,False,False,False,False
-31.880430084809557,-66.54153857252138,565153.117550583,True,False,False,False,False,False
-30.54046151537283,-65.12696576467776,564634.1226566795,True,False,False,False,False,False
-29.182422666246147,-63.75417774972784,564114.5507879872,True,False,False,False,False,False
-27.8076936927127,-62.420373312436936,563596.161446959,True,False,False,False,False,False
-26.417566253705214,-61.12285520344994,563080.6935830987,True,False,False,False,False,False
-25.01325076987323,-59.85903095596047,562569.858576041,True,False,False,False,False,True
-23.595883349140628,-58.62641168604162,562065.3333336567,True,False,False,False,False,True
-22.16653235048846,-57.422609506416265,561568.7535357218,True,False,False,False,False,True
-20.72620457402887,-56.24533292262098,561081.7070536175,True,False,False,False,False,True
-19.27585107718641,-55.0923830371177,560605.7275756837,False,False,False,False,False,True
-17.8163726263455,-53.961647442229946,560142.2884676261,False,False,False,False,False,True
-16.348624799850562,-52.85109451458679,559692.7968960477,False,False,False,False,False,True
-14.873422762661555,-51.75876725069852,559258.5882427315,False,False,False,False,False,True
-13.391545735839287,-50.68277692481216,558840.920835619,False,False,False,False,False,True
-11.90374118662493,-49.62129665374282,558440.971021576,False,False,False,False,False,True
-10.410728765111369,-48.57255492954907,558059.8286041962,False,False,False,False,False,True
-8.913204014225979,-47.53482916229396,557698.492668582,False,False,False,False,False,True
-7.411841880495768,-46.50643926069953,557357.8678129856,False,False,False,False,False,True
-5.907300051706068,-45.485741265614585,557038.760805698,False,False,False,False,False,True
-4.400222147869565,-44.471121042478735,556741.8776829517,False,False,False,False,False,True
-2.891240791906148,-43.46098803185133,556467.8213022889,False,False,False,False,False,True
-1.380980584867294,-42.45376905077333,556217.0893627439,False,False,False,False,False,True
0.12994101531052876,-41.44790061739895,555990.0726131967,False,False,False,False,False,False
1.6409027273388817,-40.44182888515837,555787.0550187371,False,False,False,False,False,False
3.151288766090051,-39.43399442214979,555608.2114019528,False,False,False,False,False,False
4.6604778936986,-38.42283215187638,555453.6086522171,False,False,False,False,False,False
6.167842573633134,-37.40676368642356,555323.2058545974,False,False,False,False,False,False
7.672746044920173,-36.384191140242905,555216.855226681,False,False,False,False,False,False
9.17453931853098,-35.35349089275808,555134.3035377238,False,False,False,False,False,False
10.67255806955974,-34.31300745832288,555075.194002405,False,False,False,False,False,False
12.166119400001147,-33.26104644863406,555039.0686393038,False,False,False,False,False,False
13.654518445428383,-32.195869149301,555025.3710816139,False,False,False,False,False,False
15.137024798920745,-31.11568535631048,555033.4498257077,False,False,False,False,False,False
16.61287872472884,-30.01864701177246,555062.5619007729,False,False,False,False,False,False
18.08128713515549,-28.902841660004633,555111.8769407789,False,False,False,False,False,False
19.54141930163182,-27.76628593972434,555180.481638242,False,False,False,False,False,False
20.9924022752127,-26.606919176923398,555267.3845573415,False,False,False,False,False,False
22.43331598921941,-25.42259717072781,555371.521282406,False,False,False,False,False,False
23.86318802115242,-24.21108629330489,555491.7598762006,False,False,False,False,False,False
25.280987993864084,-22.970058062498683,555626.9066213596,False,False,False,False,False,False
26.685621600215935,-21.6970843921489,555775.7120167868,False,False,False,False,False,False
28.075924243254008,-20.389633779198803,555936.8770001987,False,False,False,False,False,False
29.450654294266776,-19.04506875174148,556109.059367035,False,False,False,False,False,False
30.80848598297757,-17.660644980887465,556290.8803551557,False,False,False,False,False,False
32.148003737430685,-16.23351043534643,556480.9316242238,False,False,False,False,False,False
33.46768730121841,-14.760717782208681,556677.7810481298,False,False,False,False,False,False
34.76591460327008,-13.239219375625321,556879.9811426593,False,False,False,False,False,False
36.040946566936015,-11.665887292154745,557086.0749910465,False,False,False,False,False,False
37.29092104661544,-10.037528305949191,557294.6034394316,False,False,False,False,False,False
38.513845290856,-8.350907269994273,557504.1120210632,False,False,False,False,False,False
